Site,Date,State,Country,Latitude,Longitude,EnglishName,LatinName,OrigBflyName,ButterflyCount,ObserverCount,HoursObserved
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Common Buckeye,Junonia coenia,Common Buckeye,3,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Lyside Sulphur,Kricogonia lyside,Lyside Sulphur,8,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Marine Blue,Leptotes marina,Marine Blue,52,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Eufala Skipper,Lerodea eufala,Eufala Skipper,1,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,American Snout,Libytheana carinenta,American Snout,17,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Viceroy,Limenitis archippus,Viceroy,1,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Red-spotted Purple,Limenitis arthemis astyanax,Red-spotted Purple,3,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Ursine Giant-Skipper,Megathymus ursus,Ursine Giant-Skipper,1,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Red Satyr,Megisto rubricata,Red Satyr,25,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Leda Ministreak,Ministrymon leda,Leda Ministreak,2,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Mourning Cloak,Nymphalis antiopa,Mourning Cloak,3,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Edwards' Skipperling,Oarisma edwardsii,Edwards' Skipperling,8,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Giant Swallowtail,Papilio cresphontes,Giant Swallowtail,1,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Two-tailed Swallowtail,Papilio multicaudata,Two-tailed Swallowtail,26,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Black Swallowtail,Papilio polyxenes,Black Swallowtail,4,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Large Orange Sulphur,Phoebis agarithe,Large Orange Sulphur,1,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Cloudless Sulphur,Phoebis sennae,Cloudless Sulphur,125,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Common Sootywing,Pholisora catullus,Common Sootywing,7,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Mylitta Crescent,Phyciodes mylitta,Mylitta Crescent,22,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Painted Crescent,Phyciodes picta,Painted Crescent,17,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Texan Crescent,Phyciodes texana,Texan Crescent,1,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Cabbage White,Pieris rapae,Cabbage White,1,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Four-spotted Skipperling,Piruna polingi,Four-spotted Skipperling,20,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Acmon Blue,Plebejus acmon,Acmon Blue,3,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Taxiles Skipper,Poanes taxiles,Taxiles Skipper,17,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Arachne Checkerspot,Poladryas arachne,Arachne Checkerspot,4,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Satyr Comma,Polygonia satyrus,Satyr Comma,4,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Hammock Skipper,Polygonus leo,Hammock Skipper,2,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Checkered White,Pontia protodice,Checkered White,22,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,White Checkered-Skipper,Pyrgus albescens,White Checkered-Skipper,8,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Desert Checkered-Skipper,Pyrgus philetas,Desert Checkered-Skipper,1,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Dull Firetip,Pyrrhopyge araxes,Dull Firetip,2,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Golden-headed Scallopwing,Staphylus ceos,Golden-headed Scallopwing,5,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Gray Hairstreak,Strymon melinus,Gray Hairstreak,11,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Elada Checkerspot,Texola elada,Elada Checkerspot,5,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Drusius Cloudywing,Thorybes drusius,Drusius Cloudywing,2,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Northern Cloudywing,Thorybes pylades,Northern Cloudywing,24,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Dorantes Longtail,Urbanus dorantes,Dorantes Longtail,4,7,54
RamseyCanyonAZ,8/2/2008,AZ,USA,31.424,-110.2238,Painted Lady,Vanessa cardui,Painted Lady,29,7,54
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Desert Cloudywing,Achalarus casica,Desert Cloudywing,3,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,California Sister,Adelpha bredowii,California Sister,99,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Gulf Fritillary,Agraulis vanillae,Gulf Fritillary,12,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Bronze Roadside-Skipper,Amblyscirtes aenus,Bronze Roadside-Skipper,17,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Cassus Roadside-Skipper,Amblyscirtes cassus,Cassus Roadside-Skipper,3,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Elissa Roadside-Skipper,Amblyscirtes elissa,Elissa Roadside-Skipper,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Dotted Roadside-Skipper,Amblyscirtes eos,Dotted Roadside-Skipper,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Large Roadside-Skipper,Amblyscirtes exoteria,Large Roadside-Skipper,10,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Orange-edged Roadside-Skipper,Amblyscirtes fimbriata,Orange-edged Roadside-Skipper,79,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Slaty Roadside-Skipper,Amblyscirtes nereus,Slaty Roadside-Skipper,2,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Nysa Roadside-Skipper,Amblyscirtes nysa,Nysa Roadside-Skipper,14,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Texas Roadside-Skipper,Amblyscirtes texanae,Texas Roadside-Skipper,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Toltec Roadside-Skipper,Amblyscirtes tolteca,Toltec Roadside-Skipper,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Hepburn's Metalmark,Apodemia hepburni,Hepburn's Metalmark,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Palmer's Metalmark,Apodemia palmeri,Palmer's Metalmark,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Hackberry Emperor,Asterocampa celtis,Hackberry Emperor,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Tawny Emperor,Asterocampa clyton,Tawny Emperor,3,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Great Purple Hairstreak,Atlides halesus,Great Purple Hairstreak,2,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Moon-marked Skipper,Atrytonopsis lunus,Moon-marked Skipper,3,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Golden Banded-Skipper,Autochton cellus,Golden Banded-Skipper,33,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Pipevine Swallowtail,Battus philenor,Pipevine Swallowtail,127,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Western Pygmy-Blue,Brephidium exile,Western Pygmy-Blue,49,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Fatal Metalmark,Calephelis nemesis,Fatal Metalmark,4,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,'Siva' Juniper Hairstreak,Callophrys gryneus siva,'Siva' Juniper Hairstreak,6,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Spring Azure,Celastrina ladon,Spring Azure,34,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Black Checkerspot,Chlosyne cyneas,Black Checkerspot,11,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Bordered Patch,Chlosyne lacinia,Bordered Patch,112,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Theona Checkerspot,Chlosyne theona,Theona Checkerspot,16,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Arizona Skipper,Codatractus arizonensis,Arizona Skipper,8,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Gold-costa Skipper,Cogia caicus,Gold-costa Skipper,13,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Acacia Skipper,Cogia hippalus,Acacia Skipper,23,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Southern Dogface,Colias cesonia,Southern Dogface,15,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Orange Sulphur,Colias eurytheme,Orange Sulphur,5,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Orange Skipperling,Copaeodes aurantiacus,Orange Skipperling,14,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Queen,Danaus gilippus,Queen,47,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Monarch,Danaus plexippus,Monarch,2,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Ares Metalmark,Emesis ares,Ares Metalmark,7,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Zela Metalmark,Emesis zela,Zela Metalmark,42,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Silver-spotted Skipper,Epargyreus clarus,Silver-spotted Skipper,4,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Arizona Hairstreak,Erora quaderna,Arizona Hairstreak,5,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Funereal Duskywing,Erynnis funeralis,Funereal Duskywing,12,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Pacuvius Duskywing,Erynnis pacuvius,Pacuvius Duskywing,9,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Mournful Duskywing,Erynnis tristis,Mournful Duskywing,27,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Variegated Fritillary,Euptoieta claudia,Variegated Fritillary,11,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Mexican Yellow,Eurema mexicana,Mexican Yellow,214,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Sleepy Orange,Eurema nicippe,Sleepy Orange,28,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Tailed Orange,Eurema proterpia,Tailed Orange,14,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Western Tailed-Blue,Everes amyntula,Western Tailed-Blue,3,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Ceraunus Blue,Hemiargus ceraunus,Ceraunus Blue,62,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Reakirt's Blue,Hemiargus isola,Reakirt's Blue,16,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Saltbush Sootywing,Hesperopsis alpheus,Saltbush Sootywing,4,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Fiery Skipper,Hylephila phyleus,Fiery Skipper,2,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Common Buckeye,Junonia coenia,Common Buckeye,29,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Tropical Buckeye,Junonia genoveva,Tropical Buckeye,2,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Lyside Sulphur,Kricogonia lyside,Lyside Sulphur,18,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Marine Blue,Leptotes marina,Marine Blue,104,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Eufala Skipper,Lerodea eufala,Eufala Skipper,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,American Snout,Libytheana carinenta,American Snout,18,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Viceroy,Limenitis archippus,Viceroy,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Red-spotted Purple,Limenitis arthemis astyanax,Red-spotted Purple,9,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Red Satyr,Megisto rubricata,Red Satyr,11,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Leda Ministreak,Ministrymon leda,Leda Ministreak,13,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Dainty Sulphur,Nathalis iole,Dainty Sulphur,4,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Mourning Cloak,Nymphalis antiopa,Mourning Cloak,4,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,California Tortoiseshell,Nymphalis californica,California Tortoiseshell,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Edwards' Skipperling,Oarisma edwardsii,Edwards' Skipperling,6,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Giant Swallowtail,Papilio cresphontes,Giant Swallowtail,2,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Two-tailed Swallowtail,Papilio multicaudata,Two-tailed Swallowtail,50,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Black Swallowtail,Papilio polyxenes,Black Swallowtail,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Pine Satyr,Paramacera allyni,Pine Satyr,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Cloudless Sulphur,Phoebis sennae,Cloudless Sulphur,81,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Common Sootywing,Pholisora catullus,Common Sootywing,3,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Painted Crescent,Phyciodes picta,Painted Crescent,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Texan Crescent,Phyciodes texana,Texan Crescent,3,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Cabbage White,Pieris rapae,Cabbage White,5,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Many-spotted Skipperling,Piruna cingo,Many-spotted Skipperling,61,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Four-spotted Skipperling,Piruna polingi,Four-spotted Skipperling,49,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Taxiles Skipper,Poanes taxiles,Taxiles Skipper,17,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Satyr Comma,Polygonia satyrus,Satyr Comma,8,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Checkered White,Pontia protodice,Checkered White,19,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,White Checkered-Skipper,Pyrgus albescens,White Checkered-Skipper,5,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Desert Checkered-Skipper,Pyrgus philetas,Desert Checkered-Skipper,2,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Small Checkered-Skipper,Pyrgus scriptura,Small Checkered-Skipper,3,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Dull Firetip,Pyrrhopyge araxes,Dull Firetip,21,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Golden-headed Scallopwing,Staphylus ceos,Golden-headed Scallopwing,11,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Gray Hairstreak,Strymon melinus,Gray Hairstreak,11,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Elada Checkerspot,Texola elada,Elada Checkerspot,4,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Drusius Cloudywing,Thorybes drusius,Drusius Cloudywing,19,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Northern Cloudywing,Thorybes pylades,Northern Cloudywing,125,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Dorantes Longtail,Urbanus dorantes,Dorantes Longtail,3,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Long-tailed Skipper,Urbanus proteus,Long-tailed Skipper,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Red Admiral,Vanessa atalanta,Red Admiral,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,Painted Lady,Vanessa cardui,Painted Lady,14,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,American Lady,Vanessa virginiensis,American Lady,1,7,45
RamseyCanyonAZ,8/1/2009,AZ,USA,31.424,-110.2238,,,Leafwing sp.,2,7,45
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,California Sister,Adelpha bredowii,California Sister,4,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Gulf Fritillary,Agraulis vanillae,Gulf Fritillary,4,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Bronze Roadside-Skipper,Amblyscirtes aenus,Bronze Roadside-Skipper,3,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Large Roadside-Skipper,Amblyscirtes exoteria,Large Roadside-Skipper,1,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Slaty Roadside-Skipper,Amblyscirtes nereus,Slaty Roadside-Skipper,6,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Nysa Roadside-Skipper,Amblyscirtes nysa,Nysa Roadside-Skipper,8,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Texas Roadside-Skipper,Amblyscirtes texanae,Texas Roadside-Skipper,6,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Palmer's Metalmark,Apodemia palmeri,Palmer's Metalmark,1,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Hackberry Emperor,Asterocampa celtis,Hackberry Emperor,3,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Moon-marked Skipper,Atrytonopsis lunus,Moon-marked Skipper,5,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Golden Banded-Skipper,Autochton cellus,Golden Banded-Skipper,1,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Pipevine Swallowtail,Battus philenor,Pipevine Swallowtail,89,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Western Pygmy-Blue,Brephidium exile,Western Pygmy-Blue,49,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Spring Azure,Celastrina ladon,Spring Azure,86,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Bordered Patch,Chlosyne lacinia,Bordered Patch,3,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Theona Checkerspot,Chlosyne theona,Theona Checkerspot,20,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Gold-costa Skipper,Cogia caicus,Gold-costa Skipper,2,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Acacia Skipper,Cogia hippalus,Acacia Skipper,1,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Southern Dogface,Colias cesonia,Southern Dogface,3,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Orange Sulphur,Colias eurytheme,Orange Sulphur,11,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Orange Skipperling,Copaeodes aurantiacus,Orange Skipperling,10,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Canyonland Satyr,Cyllopsis pertepida,Canyonland Satyr,2,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Queen,Danaus gilippus,Queen,15,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Monarch,Danaus plexippus,Monarch,1,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Tiny Checkerspot,Dymasia dymas,Tiny Checkerspot,3,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Zela Metalmark,Emesis zela,Zela Metalmark,2,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Funereal Duskywing,Erynnis funeralis,Funereal Duskywing,3,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Juvenal's Duskywing,Erynnis juvenalis,Juvenal's Duskywing,3,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Mournful Duskywing,Erynnis tristis,Mournful Duskywing,5,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Variegated Fritillary,Euptoieta claudia,Variegated Fritillary,2,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Mexican Yellow,Eurema mexicana,Mexican Yellow,2,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Sleepy Orange,Eurema nicippe,Sleepy Orange,16,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Ceraunus Blue,Hemiargus ceraunus,Ceraunus Blue,5,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Reakirt's Blue,Hemiargus isola,Reakirt's Blue,4,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Saltbush Sootywing,Hesperopsis alpheus,Saltbush Sootywing,8,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Fiery Skipper,Hylephila phyleus,Fiery Skipper,4,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Common Buckeye,Junonia coenia,Common Buckeye,3,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Marine Blue,Leptotes marina,Marine Blue,18,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Eufala Skipper,Lerodea eufala,Eufala Skipper,2,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,American Snout,Libytheana carinenta,American Snout,2,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Viceroy,Limenitis archippus,Viceroy,2,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Red-spotted Admiral,Limenitis arthemis,Red-spotted Admiral,1,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Leda Ministreak,Ministrymon leda,Leda Ministreak,6,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Dainty Sulphur,Nathalis iole,Dainty Sulphur,6,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Mourning Cloak,Nymphalis antiopa,Mourning Cloak,1,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Edwards' Skipperling,Oarisma edwardsii,Edwards' Skipperling,1,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Two-tailed Swallowtail,Papilio multicaudata,Two-tailed Swallowtail,7,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Cloudless Sulphur,Phoebis sennae,Cloudless Sulphur,13,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Common Sootywing,Pholisora catullus,Common Sootywing,14,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Painted Crescent,Phyciodes picta,Painted Crescent,21,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Texan Crescent,Phyciodes texana,Texan Crescent,1,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Cabbage White,Pieris rapae,Cabbage White,5,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Checkered White,Pontia protodice,Checkered White,79,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,White Checkered-Skipper,Pyrgus albescens,White Checkered-Skipper,3,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Small Checkered-Skipper,Pyrgus scriptura,Small Checkered-Skipper,1,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Dull Firetip,Pyrrhopyge araxes,Dull Firetip,5,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Golden-headed Scallopwing,Staphylus ceos,Golden-headed Scallopwing,7,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Gray Hairstreak,Strymon melinus,Gray Hairstreak,1,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Elada Checkerspot,Texola elada,Elada Checkerspot,6,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Drusius Cloudywing,Thorybes drusius,Drusius Cloudywing,1,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Northern Cloudywing,Thorybes pylades,Northern Cloudywing,7,7,50
RamseyCanyonAZ,7/31/2010,AZ,USA,31.424,-110.2238,Painted Lady,Vanessa cardui,Painted Lady,2,7,50
