Site,Date,State,LatinName,EnglishName,Season,Survey,ButterflyCount,HoursObserved
PatagoniaAZ,8/6/2019,AZ,Chlosyne theona,Theona checkerspot,Summer,2019 Summer,2,71
RamseyCanyonAZ,8/1/2019,AZ,Chlosyne theona,Theona checkerspot,Summer,2019 Summer,1,39.5
RamseyCanyonAZ,7/28/2020,AZ,Chlosyne theona,Theona checkerspot,Summer,2020 Summer,9,55.5
SantaRitaMountains,7/28/2019,AZ,Chlosyne theona,Theona checkerspot,Summer,2019 Summer,2,48.5
SantaRitaMountains,9/28/2019,AZ,Chlosyne theona,Theona checkerspot,Fall,2019 Fall,4,37.5
SantaRitaMountains,7/31/2020,AZ,Chlosyne theona,Theona checkerspot,Summer,2020 Summer,4,60
SantaRitaMountains,10/4/2020,AZ,Chlosyne theona,Theona checkerspot,Fall,2020 Fall,1,63.5
SabinoCanyonAZ,4/3/2020,AZ,Chlosyne fulvia,Fulvia checkerspot,Spring,2020 Spring,21,62
Cottonwood,8/29/2019,AZ,Cholsyne lacinia,Bordered Patch,Summer,2019 Summer,1,11
PatagoniaAZ,8/6/2019,AZ,Cholsyne lacinia,Bordered Patch,Summer,2019 Summer,24,71
RamseyCanyonAZ,8/1/2019,AZ,Cholsyne lacinia,Bordered Patch,Summer,2019 Summer,5,39.5
RamseyCanyonAZ,7/28/2020,AZ,Cholsyne lacinia,Bordered Patch,Summer,2020 Summer,12,55.5
SantaRitaMountains,7/28/2019,AZ,Cholsyne lacinia,Bordered Patch,Summer,2019 Summer,2,48.5
SantaRitaMountains,9/28/2019,AZ,Cholsyne lacinia,Bordered Patch,Fall,2019 Fall,10,37.5
SantaRitaMountains,7/31/2020,AZ,Cholsyne lacinia,Bordered Patch,Summer,2020 Summer,14,60
PatagoniaAZ,8/6/2019,AZ,Codatractus arizonensis,Arizona skipper,Summer,2019 Summer,20,71
RamseyCanyonAZ,8/1/2019,AZ,Codatractus arizonensis,Arizona skipper,Summer,2019 Summer,1,39.5
RamseyCanyonAZ,7/28/2020,AZ,Codatractus arizonensis,Arizona skipper,Summer,2020 Summer,14,55.5
SantaRitaMountains,7/28/2019,AZ,Codatractus arizonensis,Arizona skipper,Summer,2019 Summer,35,48.5
SantaRitaMountains,7/31/2020,AZ,Codatractus arizonensis,Arizona skipper,Summer,2020 Summer,26,60
PatagoniaAZ,8/6/2019,AZ,Codatractus valeriana,Valeriana skipper,Summer,2019 Summer,1,71
RamseyCanyonAZ,8/1/2019,AZ,Cogia caicus,Gold-costa skipper,Summer,2019 Summer,5,39.5
RamseyCanyonAZ,7/28/2020,AZ,Cogia caicus,Gold-costa skipper,Summer,2020 Summer,12,55.5
PatagoniaAZ,8/6/2019,AZ,Cogia hippalus,Acacia skipper,Summer,2019 Summer,108,71
PortalAZ,7/25/2019,AZ,Cogia hippalus,Acacia skipper,Summer,2019 Summer,4,4
RamseyCanyonAZ,8/1/2019,AZ,Cogia hippalus,Acacia skipper,Summer,2019 Summer,18,39.5
RamseyCanyonAZ,7/28/2020,AZ,Cogia hippalus,Acacia skipper,Summer,2020 Summer,10,55.5
SabinoCanyonAZ,7/23/2019,AZ,Cogia hippalus,Acacia skipper,Summer,2019 Summer,20,38.5
SabinoCanyonAZ,7/29/2020,AZ,Cogia hippalus,Acacia skipper,Summer,2020 Summer,2,14.5
SantaRitaMountains,7/28/2019,AZ,Cogia hippalus,Acacia skipper,Summer,2019 Summer,93,48.5
SantaRitaMountains,7/31/2020,AZ,Cogia hippalus,Acacia skipper,Summer,2020 Summer,41,60
SantaRitaMountains,10/4/2020,AZ,Cogia hippalus,Acacia skipper,Fall,2020 Fall,1,63.5
BoyceThompsonArboretum,9/7/2019,AZ,Colias eurytheme,Orange sulphur,Fall,2019 Fall,5,10
Cottonwood,8/29/2019,AZ,Colias eurytheme,Orange sulphur,Summer,2019 Summer,8,11
Cottonwood,8/26/2020,AZ,Colias eurytheme,Orange sulphur,Summer,2020 Summer,3,20
GrandCanyonN,7/25/2019,AZ,Colias eurytheme,Orange sulphur,Summer,2019 Summer,7,6
McDowellSonoranPreserve,4/6/2019,AZ,Colias eurytheme,Orange sulphur,Spring,2019 Spring,40,20.55
McDowellSonoranPreserve,9/28/2019,AZ,Colias eurytheme,Orange sulphur,Fall,2019 Fall,5,18.78
McDowellSonoranPreserve,4/4/2020,AZ,Colias eurytheme,Orange sulphur,Spring,2020 Spring,2,16.65
McDowellSonoranPreserve,4/3/2021,AZ,Colias eurytheme,Orange sulphur,Spring,2021 Spring,1,16.37
McDowellSonoranPreserve,9/25/2021,AZ,Colias eurytheme,Orange sulphur,Fall,2021 Fall,10,28.43
PatagoniaAZ,8/6/2019,AZ,Colias eurytheme,Orange sulphur,Summer,2019 Summer,21,71
PortalAZ,7/25/2019,AZ,Colias eurytheme,Orange sulphur,Summer,2019 Summer,21,4
PortalAZ,8/2/2020,AZ,Colias eurytheme,Orange sulphur,Summer,2020 Summer,27,21
RamseyCanyonAZ,8/1/2019,AZ,Colias eurytheme,Orange sulphur,Summer,2019 Summer,19,39.5
RamseyCanyonAZ,7/28/2020,AZ,Colias eurytheme,Orange sulphur,Summer,2020 Summer,7,55.5
SabinoCanyonAZ,7/23/2019,AZ,Colias eurytheme,Orange sulphur,Summer,2019 Summer,16,38.5
SabinoCanyonAZ,4/3/2020,AZ,Colias eurytheme,Orange sulphur,Spring,2020 Spring,3,62
SabinoCanyonAZ,7/29/2020,AZ,Colias eurytheme,Orange sulphur,Summer,2020 Summer,12,14.5
SantaRitaMountains,7/28/2019,AZ,Colias eurytheme,Orange sulphur,Summer,2019 Summer,4,48.5
SantaRitaMountains,9/28/2019,AZ,Colias eurytheme,Orange sulphur,Fall,2019 Fall,3,37.5
SantaRitaMountains,7/31/2020,AZ,Colias eurytheme,Orange sulphur,Summer,2020 Summer,23,60
SantaRitaMountains,10/4/2020,AZ,Colias eurytheme,Orange sulphur,Fall,2020 Fall,6,63.5
GrandCanyonN,7/25/2019,AZ,Colias philodice,Clouded sulphur,Summer,2019 Summer,1,6
PortalAZ,7/25/2019,AZ,Colias philodice,Clouded sulphur,Summer,2019 Summer,7,4
PortalAZ,8/2/2020,AZ,Colias philodice,Clouded sulphur,Summer,2020 Summer,1,21
SabinoCanyonAZ,7/23/2019,AZ,Colias philodice,Clouded sulphur,Summer,2019 Summer,1,38.5
Cottonwood,8/29/2019,AZ,Copaeodes aurantiaca,Orange skipperling,Summer,2019 Summer,1,11
Cottonwood,8/26/2020,AZ,Copaeodes aurantiaca,Orange skipperling,Summer,2020 Summer,1,20
McDowellSonoranPreserve,9/25/2021,AZ,Copaeodes aurantiaca,Orange skipperling,Fall,2021 Fall,11,28.43
PatagoniaAZ,8/6/2019,AZ,Copaeodes aurantiaca,Orange skipperling,Summer,2019 Summer,96,71
PortalAZ,7/25/2019,AZ,Copaeodes aurantiaca,Orange skipperling,Summer,2019 Summer,35,4
PortalAZ,8/2/2020,AZ,Copaeodes aurantiaca,Orange skipperling,Summer,2020 Summer,5,21
RamseyCanyonAZ,8/1/2019,AZ,Copaeodes aurantiaca,Orange skipperling,Summer,2019 Summer,11,39.5
RamseyCanyonAZ,7/28/2020,AZ,Copaeodes aurantiaca,Orange skipperling,Summer,2020 Summer,14,55.5
SabinoCanyonAZ,7/23/2019,AZ,Copaeodes aurantiaca,Orange skipperling,Summer,2019 Summer,9,38.5
SabinoCanyonAZ,4/3/2020,AZ,Copaeodes aurantiaca,Orange skipperling,Spring,2020 Spring,62,62
SabinoCanyonAZ,7/29/2020,AZ,Copaeodes aurantiaca,Orange skipperling,Summer,2020 Summer,2,14.5
SantaRitaMountains,7/28/2019,AZ,Copaeodes aurantiaca,Orange skipperling,Summer,2019 Summer,19,48.5
SantaRitaMountains,9/28/2019,AZ,Copaeodes aurantiaca,Orange skipperling,Fall,2019 Fall,38,37.5
SantaRitaMountains,7/31/2020,AZ,Copaeodes aurantiaca,Orange skipperling,Summer,2020 Summer,14,60
SantaRitaMountains,10/4/2020,AZ,Copaeodes aurantiaca,Orange skipperling,Fall,2020 Fall,26,63.5
PatagoniaAZ,8/6/2019,AZ,Copaeodes minima,Southern skipperling,Summer,2019 Summer,1,71
RamseyCanyonAZ,8/1/2019,AZ,Cyllopsis pertepida,Canyonland Satyr,Summer,2019 Summer,2,39.5
RamseyCanyonAZ,7/28/2020,AZ,Cyllopsis pertepida,Canyonland Satyr,Summer,2020 Summer,1,55.5
SantaRitaMountains,7/28/2019,AZ,Cyllopsis pertepida,Canyonland Satyr,Summer,2019 Summer,1,48.5
PatagoniaAZ,8/6/2019,AZ,Cyllopsis pyracmon,Nabokov's satyr,Summer,2019 Summer,5,71
RamseyCanyonAZ,8/1/2019,AZ,Cyllopsis pyracmon,Nabokov's satyr,Summer,2019 Summer,2,39.5
RamseyCanyonAZ,7/28/2020,AZ,Cyllopsis pyracmon,Nabokov's satyr,Summer,2020 Summer,4,55.5
SabinoCanyonAZ,7/23/2019,AZ,Cyllopsis pyracmon,Nabokov's satyr,Summer,2019 Summer,1,38.5
SantaRitaMountains,7/28/2019,AZ,Cyllopsis pyracmon,Nabokov's satyr,Summer,2019 Summer,3,48.5
SantaRitaMountains,9/28/2019,AZ,Cyllopsis pyracmon,Nabokov's satyr,Fall,2019 Fall,9,37.5
SantaRitaMountains,7/31/2020,AZ,Cyllopsis pyracmon,Nabokov's satyr,Summer,2020 Summer,2,60
SantaRitaMountains,10/4/2020,AZ,Cyllopsis pyracmon,Nabokov's satyr,Fall,2020 Fall,5,63.5
BoyceThompsonArboretum,9/7/2019,AZ,Danaus plexippus,Monarch,Fall,2019 Fall,1,10
Cottonwood,8/29/2019,AZ,Danaus plexippus,Monarch,Summer,2019 Summer,1,11
Cottonwood,8/26/2020,AZ,Danaus plexippus,Monarch,Summer,2020 Summer,1,20
GrandCanyonN,7/25/2019,AZ,Danaus plexippus,Monarch,Summer,2019 Summer,1,6
McDowellSonoranPreserve,4/6/2019,AZ,Danaus plexippus,Monarch,Spring,2019 Spring,1,20.55
PatagoniaAZ,8/6/2019,AZ,Danaus plexippus,Monarch,Summer,2019 Summer,8,71
PortalAZ,7/25/2019,AZ,Danaus plexippus,Monarch,Summer,2019 Summer,1,4
PortalAZ,8/2/2020,AZ,Danaus plexippus,Monarch,Summer,2020 Summer,18,21
RamseyCanyonAZ,8/1/2019,AZ,Danaus plexippus,Monarch,Summer,2019 Summer,2,39.5
RamseyCanyonAZ,7/28/2020,AZ,Danaus plexippus,Monarch,Summer,2020 Summer,2,55.5
SabinoCanyonAZ,7/23/2019,AZ,Danaus plexippus,Monarch,Summer,2019 Summer,2,38.5
SabinoCanyonAZ,4/3/2020,AZ,Danaus plexippus,Monarch,Spring,2020 Spring,1,62
SantaRitaMountains,9/28/2019,AZ,Danaus plexippus,Monarch,Fall,2019 Fall,1,37.5
SantaRitaMountains,10/4/2020,AZ,Danaus plexippus,Monarch,Fall,2020 Fall,1,63.5
BoyceThompsonArboretum,9/7/2019,AZ,Danuas gilippus,Queen,Fall,2019 Fall,93,10
BoyceThompsonArboretum,9/12/2020,AZ,Danuas gilippus,Queen,Fall,2020 Fall,5,7.5
Cottonwood,8/29/2019,AZ,Danuas gilippus,Queen,Summer,2019 Summer,44,11
Cottonwood,8/26/2020,AZ,Danuas gilippus,Queen,Summer,2020 Summer,9,20
GrandCanyonN,7/25/2019,AZ,Danuas gilippus,Queen,Summer,2019 Summer,1,6
McDowellSonoranPreserve,4/6/2019,AZ,Danuas gilippus,Queen,Spring,2019 Spring,5,20.55
McDowellSonoranPreserve,4/4/2020,AZ,Danuas gilippus,Queen,Spring,2020 Spring,7,16.65
McDowellSonoranPreserve,4/3/2021,AZ,Danuas gilippus,Queen,Spring,2021 Spring,1,16.37
McDowellSonoranPreserve,9/25/2021,AZ,Danuas gilippus,Queen,Fall,2021 Fall,81,28.43
PatagoniaAZ,8/6/2019,AZ,Danuas gilippus,Queen,Summer,2019 Summer,28,71
PortalAZ,7/25/2019,AZ,Danuas gilippus,Queen,Summer,2019 Summer,11,4
PortalAZ,8/2/2020,AZ,Danuas gilippus,Queen,Summer,2020 Summer,9,21
RamseyCanyonAZ,8/1/2019,AZ,Danuas gilippus,Queen,Summer,2019 Summer,24,39.5
RamseyCanyonAZ,7/28/2020,AZ,Danuas gilippus,Queen,Summer,2020 Summer,30,55.5
SabinoCanyonAZ,7/23/2019,AZ,Danuas gilippus,Queen,Summer,2019 Summer,17,38.5
SabinoCanyonAZ,4/3/2020,AZ,Danuas gilippus,Queen,Spring,2020 Spring,19,62
SabinoCanyonAZ,7/29/2020,AZ,Danuas gilippus,Queen,Summer,2020 Summer,8,14.5
SantaRitaMountains,7/28/2019,AZ,Danuas gilippus,Queen,Summer,2019 Summer,7,48.5
SantaRitaMountains,9/28/2019,AZ,Danuas gilippus,Queen,Fall,2019 Fall,12,37.5
SantaRitaMountains,10/4/2020,AZ,Danuas gilippus,Queen,Fall,2020 Fall,2,63.5
PatagoniaAZ,8/6/2019,AZ,Emesis zela,Zela metalmark,Summer,2019 Summer,24,71
RamseyCanyonAZ,8/1/2019,AZ,Emesis zela,Zela metalmark,Summer,2019 Summer,6,39.5
RamseyCanyonAZ,7/28/2020,AZ,Emesis zela,Zela metalmark,Summer,2020 Summer,11,55.5
SabinoCanyonAZ,7/23/2019,AZ,Emesis zela,Zela metalmark,Summer,2019 Summer,1,38.5
SabinoCanyonAZ,4/3/2020,AZ,Emesis zela,Zela metalmark,Spring,2020 Spring,1,62
SantaRitaMountains,7/28/2019,AZ,Emesis zela,Zela metalmark,Summer,2019 Summer,5,48.5
SantaRitaMountains,7/31/2020,AZ,Emesis zela,Zela metalmark,Summer,2020 Summer,7,60
PatagoniaAZ,8/6/2019,AZ,Emesis ares,Ares metalmark,Summer,2019 Summer,1,71
RamseyCanyonAZ,7/28/2020,AZ,Emesis ares,Ares metalmark,Summer,2020 Summer,5,55.5
SantaRitaMountains,7/31/2020,AZ,Emesis ares,Ares metalmark,Summer,2020 Summer,2,60
PortalAZ,7/25/2019,AZ,Epargyreus clarus,Silver-spotted skipper,Summer,2019 Summer,7,4
PortalAZ,8/2/2020,AZ,Epargyreus clarus,Silver-spotted skipper,Summer,2020 Summer,15,21
RamseyCanyonAZ,7/28/2020,AZ,Epargyreus clarus,Silver-spotted skipper,Summer,2020 Summer,12,55.5
SabinoCanyonAZ,7/23/2019,AZ,Epargyreus clarus,Silver-spotted skipper,Summer,2019 Summer,5,38.5
SabinoCanyonAZ,4/3/2020,AZ,Epargyreus clarus,Silver-spotted skipper,Spring,2020 Spring,1,62
SantaRitaMountains,7/28/2019,AZ,Epargyreus clarus,Silver-spotted skipper,Summer,2019 Summer,1,48.5
SantaRitaMountains,7/31/2020,AZ,Epargyreus clarus,Silver-spotted skipper,Summer,2020 Summer,4,60
PatagoniaAZ,8/6/2019,AZ,Erora quaderna,Arizona hairstreak,Summer,2019 Summer,8,71
RamseyCanyonAZ,7/28/2020,AZ,Erora quaderna,Arizona hairstreak,Summer,2020 Summer,4,55.5
SabinoCanyonAZ,7/23/2019,AZ,Erora quaderna,Arizona hairstreak,Summer,2019 Summer,12,38.5
SabinoCanyonAZ,4/3/2020,AZ,Erora quaderna,Arizona hairstreak,Spring,2020 Spring,5,62
SantaRitaMountains,7/28/2019,AZ,Erora quaderna,Arizona hairstreak,Summer,2019 Summer,1,48.5
Cottonwood,8/29/2019,AZ,Erynnis afranius,Afranius duskywing,Summer,2019 Summer,1,11
Cottonwood,8/26/2020,AZ,Erynnis afranius,Afranius duskywing,Summer,2020 Summer,1,20
SabinoCanyonAZ,4/3/2020,AZ,Erynnis brizo,Sleepy duskywing,Spring,2020 Spring,12,62
BoyceThompsonArboretum,9/7/2019,AZ,Erynnis funeralis,Funereal duskywing,Fall,2019 Fall,2,10
Cottonwood,8/29/2019,AZ,Erynnis funeralis,Funereal duskywing,Summer,2019 Summer,1,11
McDowellSonoranPreserve,4/6/2019,AZ,Erynnis funeralis,Funereal duskywing,Spring,2019 Spring,30,20.55
McDowellSonoranPreserve,9/28/2019,AZ,Erynnis funeralis,Funereal duskywing,Fall,2019 Fall,1,18.78
McDowellSonoranPreserve,4/4/2020,AZ,Erynnis funeralis,Funereal duskywing,Spring,2020 Spring,6,16.65
McDowellSonoranPreserve,9/25/2021,AZ,Erynnis funeralis,Funereal duskywing,Fall,2021 Fall,65,28.43
PatagoniaAZ,8/6/2019,AZ,Erynnis funeralis,Funereal duskywing,Summer,2019 Summer,7,71
PortalAZ,7/25/2019,AZ,Erynnis funeralis,Funereal duskywing,Summer,2019 Summer,2,4
PortalAZ,8/2/2020,AZ,Erynnis funeralis,Funereal duskywing,Summer,2020 Summer,1,21
RamseyCanyonAZ,8/1/2019,AZ,Erynnis funeralis,Funereal duskywing,Summer,2019 Summer,4,39.5
RamseyCanyonAZ,7/28/2020,AZ,Erynnis funeralis,Funereal duskywing,Summer,2020 Summer,1,55.5
SabinoCanyonAZ,7/23/2019,AZ,Erynnis funeralis,Funereal duskywing,Summer,2019 Summer,10,38.5
SabinoCanyonAZ,4/3/2020,AZ,Erynnis funeralis,Funereal duskywing,Spring,2020 Spring,18,62
SabinoCanyonAZ,7/29/2020,AZ,Erynnis funeralis,Funereal duskywing,Summer,2020 Summer,9,14.5
SantaRitaMountains,7/28/2019,AZ,Erynnis funeralis,Funereal duskywing,Summer,2019 Summer,2,48.5
SantaRitaMountains,9/28/2019,AZ,Erynnis funeralis,Funereal duskywing,Fall,2019 Fall,6,37.5
SantaRitaMountains,7/31/2020,AZ,Erynnis funeralis,Funereal duskywing,Summer,2020 Summer,1,60
SantaRitaMountains,10/4/2020,AZ,Erynnis funeralis,Funereal duskywing,Fall,2020 Fall,1,63.5
PatagoniaAZ,8/6/2019,AZ,Erynnis juvenalis,Juvenal's duskywing,Summer,2019 Summer,1,71
RamseyCanyonAZ,8/1/2019,AZ,Erynnis juvenalis,Juvenal's duskywing,Summer,2019 Summer,6,39.5
RamseyCanyonAZ,7/28/2020,AZ,Erynnis juvenalis,Juvenal's duskywing,Summer,2020 Summer,1,55.5
SantaRitaMountains,7/31/2020,AZ,Erynnis juvenalis,Juvenal's duskywing,Summer,2020 Summer,1,60
BoyceThompsonArboretum,9/12/2020,AZ,Erynnis meridianus,Meridian duskywing,Fall,2020 Fall,1,7.5
Cottonwood,8/29/2019,AZ,Erynnis meridianus,Meridian duskywing,Summer,2019 Summer,2,11
GrandCanyonN,7/25/2019,AZ,Erynnis meridianus,Meridian duskywing,Summer,2019 Summer,1,6
PortalAZ,8/2/2020,AZ,Erynnis meridianus,Meridian duskywing,Summer,2020 Summer,1,21
SabinoCanyonAZ,7/23/2019,AZ,Erynnis meridianus,Meridian duskywing,Summer,2019 Summer,1,38.5
PatagoniaAZ,8/6/2019,AZ,Erynnis tristis,Mournful duskywing,Summer,2019 Summer,18,71
PortalAZ,7/25/2019,AZ,Erynnis tristis,Mournful duskywing,Summer,2019 Summer,3,4
PortalAZ,8/2/2020,AZ,Erynnis tristis,Mournful duskywing,Summer,2020 Summer,3,21
RamseyCanyonAZ,8/1/2019,AZ,Erynnis tristis,Mournful duskywing,Summer,2019 Summer,6,39.5
RamseyCanyonAZ,7/28/2020,AZ,Erynnis tristis,Mournful duskywing,Summer,2020 Summer,13,55.5
SabinoCanyonAZ,7/23/2019,AZ,Erynnis tristis,Mournful duskywing,Summer,2019 Summer,8,38.5
SabinoCanyonAZ,4/3/2020,AZ,Erynnis tristis,Mournful duskywing,Spring,2020 Spring,7,62
SabinoCanyonAZ,7/29/2020,AZ,Erynnis tristis,Mournful duskywing,Summer,2020 Summer,3,14.5
SantaRitaMountains,9/28/2019,AZ,Erynnis tristis,Mournful duskywing,Fall,2019 Fall,2,37.5
SantaRitaMountains,7/31/2020,AZ,Erynnis tristis,Mournful duskywing,Summer,2020 Summer,5,60
PortalAZ,7/25/2019,AZ,Erynnis pacuvius,Pacuvius duskywing,Summer,2019 Summer,21,4
PortalAZ,8/2/2020,AZ,Erynnis pacuvius,Pacuvius duskywing,Summer,2020 Summer,10,21
RamseyCanyonAZ,8/1/2019,AZ,Erynnis pacuvius,Pacuvius duskywing,Summer,2019 Summer,4,39.5
RamseyCanyonAZ,7/28/2020,AZ,Erynnis pacuvius,Pacuvius duskywing,Summer,2020 Summer,10,55.5
SabinoCanyonAZ,7/23/2019,AZ,Erynnis pacuvius,Pacuvius duskywing,Summer,2019 Summer,18,38.5
SabinoCanyonAZ,4/3/2020,AZ,Erynnis pacuvius,Pacuvius duskywing,Spring,2020 Spring,8,62
SantaRitaMountains,7/31/2020,AZ,Erynnis pacuvius,Pacuvius duskywing,Summer,2020 Summer,2,60
SabinoCanyonAZ,4/3/2020,AZ,Euchloe hyantis lotta,Desert pearly marble,Spring,2020 Spring,47,62
McDowellSonoranPreserve,4/6/2019,AZ,Euphilotes battoides,Square spotted blue (Martin’s Bernardino blue),Spring,2019 Spring,1,20.55
McDowellSonoranPreserve,4/4/2020,AZ,Euphilotes battoides,Square spotted blue (Martin’s Bernardino blue),Spring,2020 Spring,1,16.65
GrandCanyonN,7/25/2019,AZ,Euphilotes spaldingi,Spalding's blue,Summer,2019 Summer,1,6
McDowellSonoranPreserve,4/6/2019,AZ,Euphydryas chalcedona,Variable (Chalcedon) checkerspot,Spring,2019 Spring,3,20.55
McDowellSonoranPreserve,4/4/2020,AZ,Euphydryas chalcedona,Variable (Chalcedon) checkerspot,Spring,2020 Spring,9,16.65
McDowellSonoranPreserve,4/3/2021,AZ,Euphydryas chalcedona,Variable (Chalcedon) checkerspot,Spring,2021 Spring,3,16.37
McDowellSonoranPreserve,9/25/2021,AZ,Euphydryas chalcedona,Variable (Chalcedon) checkerspot,Fall,2021 Fall,2,28.43
BoyceThompsonArboretum,9/7/2019,AZ,Euptoieta claudia,Variegated fritillary,Fall,2019 Fall,1,10
Cottonwood,8/29/2019,AZ,Euptoieta claudia,Variegated fritillary,Summer,2019 Summer,1,11
Cottonwood,8/26/2020,AZ,Euptoieta claudia,Variegated fritillary,Summer,2020 Summer,1,20
GrandCanyonN,7/25/2019,AZ,Euptoieta claudia,Variegated fritillary,Summer,2019 Summer,6,6
McDowellSonoranPreserve,9/25/2021,AZ,Euptoieta claudia,Variegated fritillary,Fall,2021 Fall,2,28.43
PatagoniaAZ,8/6/2019,AZ,Euptoieta claudia,Variegated fritillary,Summer,2019 Summer,11,71
PortalAZ,7/25/2019,AZ,Euptoieta claudia,Variegated fritillary,Summer,2019 Summer,9,4
RamseyCanyonAZ,8/1/2019,AZ,Euptoieta claudia,Variegated fritillary,Summer,2019 Summer,8,39.5
RamseyCanyonAZ,7/28/2020,AZ,Euptoieta claudia,Variegated fritillary,Summer,2020 Summer,7,55.5
SabinoCanyonAZ,4/3/2020,AZ,Euptoieta claudia,Variegated fritillary,Spring,2020 Spring,3,62
SabinoCanyonAZ,7/29/2020,AZ,Euptoieta claudia,Variegated fritillary,Summer,2020 Summer,1,14.5
SantaRitaMountains,7/28/2019,AZ,Euptoieta claudia,Variegated fritillary,Summer,2019 Summer,3,48.5
SantaRitaMountains,9/28/2019,AZ,Euptoieta claudia,Variegated fritillary,Fall,2019 Fall,3,37.5
SantaRitaMountains,10/4/2020,AZ,Euptoieta claudia,Variegated fritillary,Fall,2020 Fall,3,63.5
McDowellSonoranPreserve,9/25/2021,AZ,Eurema mexicana,Mexican yellow,Fall,2021 Fall,32,28.43
PatagoniaAZ,8/6/2019,AZ,Eurema mexicana,Mexican yellow,Summer,2019 Summer,19,71
PortalAZ,7/25/2019,AZ,Eurema mexicana,Mexican yellow,Summer,2019 Summer,11,4
RamseyCanyonAZ,8/1/2019,AZ,Eurema mexicana,Mexican yellow,Summer,2019 Summer,15,39.5
RamseyCanyonAZ,7/28/2020,AZ,Eurema mexicana,Mexican yellow,Summer,2020 Summer,42,55.5
SabinoCanyonAZ,7/23/2019,AZ,Eurema mexicana,Mexican yellow,Summer,2019 Summer,16,38.5
SabinoCanyonAZ,4/3/2020,AZ,Eurema mexicana,Mexican yellow,Spring,2020 Spring,60,62
SabinoCanyonAZ,7/29/2020,AZ,Eurema mexicana,Mexican yellow,Summer,2020 Summer,3,14.5
SantaRitaMountains,7/28/2019,AZ,Eurema mexicana,Mexican yellow,Summer,2019 Summer,21,48.5
SantaRitaMountains,9/28/2019,AZ,Eurema mexicana,Mexican yellow,Fall,2019 Fall,91,37.5
SantaRitaMountains,7/31/2020,AZ,Eurema mexicana,Mexican yellow,Summer,2020 Summer,19,60
SantaRitaMountains,10/4/2020,AZ,Eurema mexicana,Mexican yellow,Fall,2020 Fall,20,63.5
BoyceThompsonArboretum,9/7/2019,AZ,Eurema nicippe,Sleepy orange,Fall,2019 Fall,3,10
Cottonwood,8/29/2019,AZ,Eurema nicippe,Sleepy orange,Summer,2019 Summer,2,11
Cottonwood,8/26/2020,AZ,Eurema nicippe,Sleepy orange,Summer,2020 Summer,2,20
McDowellSonoranPreserve,4/6/2019,AZ,Eurema nicippe,Sleepy orange,Spring,2019 Spring,108,20.55
McDowellSonoranPreserve,9/28/2019,AZ,Eurema nicippe,Sleepy orange,Fall,2019 Fall,4,18.78
McDowellSonoranPreserve,4/4/2020,AZ,Eurema nicippe,Sleepy orange,Spring,2020 Spring,32,16.65
McDowellSonoranPreserve,9/26/2020,AZ,Eurema nicippe,Sleepy orange,Fall,2020 Fall,2,15.33
McDowellSonoranPreserve,4/3/2021,AZ,Eurema nicippe,Sleepy orange,Spring,2021 Spring,2,16.37
McDowellSonoranPreserve,9/25/2021,AZ,Eurema nicippe,Sleepy orange,Fall,2021 Fall,5123,28.43
PatagoniaAZ,8/6/2019,AZ,Eurema nicippe,Sleepy orange,Summer,2019 Summer,5,71
PortalAZ,7/25/2019,AZ,Eurema nicippe,Sleepy orange,Summer,2019 Summer,16,4
PortalAZ,8/2/2020,AZ,Eurema nicippe,Sleepy orange,Summer,2020 Summer,3,21
RamseyCanyonAZ,8/1/2019,AZ,Eurema nicippe,Sleepy orange,Summer,2019 Summer,11,39.5
RamseyCanyonAZ,7/28/2020,AZ,Eurema nicippe,Sleepy orange,Summer,2020 Summer,7,55.5
SabinoCanyonAZ,7/23/2019,AZ,Eurema nicippe,Sleepy orange,Summer,2019 Summer,5,38.5
SabinoCanyonAZ,4/3/2020,AZ,Eurema nicippe,Sleepy orange,Spring,2020 Spring,52,62
SabinoCanyonAZ,7/29/2020,AZ,Eurema nicippe,Sleepy orange,Summer,2020 Summer,1,14.5
SantaRitaMountains,7/28/2019,AZ,Eurema nicippe,Sleepy orange,Summer,2019 Summer,9,48.5
SantaRitaMountains,9/28/2019,AZ,Eurema nicippe,Sleepy orange,Fall,2019 Fall,18,37.5
SantaRitaMountains,7/31/2020,AZ,Eurema nicippe,Sleepy orange,Summer,2020 Summer,8,60
SantaRitaMountains,10/4/2020,AZ,Eurema nicippe,Sleepy orange,Fall,2020 Fall,4,63.5
SabinoCanyonAZ,4/3/2020,AZ,Eurema nise,Mimosa yellow,Spring,2020 Spring,1,62
McDowellSonoranPreserve,9/25/2021,AZ,Eurema proterpia,Tailed orange,Fall,2021 Fall,2,28.43
PatagoniaAZ,8/6/2019,AZ,Eurema proterpia,Tailed orange,Summer,2019 Summer,3,71
PortalAZ,7/25/2019,AZ,Eurema proterpia,Tailed orange,Summer,2019 Summer,3,4
SantaRitaMountains,9/28/2019,AZ,Eurema proterpia,Tailed orange,Fall,2019 Fall,1,37.5
SantaRitaMountains,10/4/2020,AZ,Eurema proterpia,Tailed orange,Fall,2020 Fall,2,63.5
SantaRitaMountains,9/28/2019,AZ,Gyrocheilus patrobas,Red-bordered satyr,Fall,2019 Fall,25,37.5
