Year,Month,Day,DataSource,Site,AcceptedName,ButterflyCount,HoursObserved
1986,8,30,Helen,AtascosaHighlandsAZ,Euptoieta claudia,14,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Euptoieta hegesia,1,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Eurema boisduvaliana,9,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Eurema mexicana,66,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Eurema nicippe,126,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Eurema proterpia,81,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Heliopetes domicella,3,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Hemiargus ceraunus,82,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Hemiargus isola,30,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Hesperia pahaska,1,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Hylephila phyleus,2,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Junonia coenia,15,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Junonia genoveva,20,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Kricogonia lyside,5,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Leptotes marina,361,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Libytheana carinenta,694,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Limenitis arthemis,12,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Megisto rubricata,84,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Mestra amymone,1,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Ministrymon leda,29,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Nathalis iole,80,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Nymphalis antiopa,2,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Papilio cresphontes,19,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Papilio multicaudata,7,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Papilio polyxenes,10,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Phoebis agarithe,4,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Phoebis sennae,484,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Pholisora catullus,3,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Phyciodes texana,5,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Pontia protodice,8,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Pyrgus albescens,8,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Pyrgus philetas,12,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Pyrrhopyge araxes,163,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Staphylus ceos,30,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Strymon melinus,60,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Systasea zampa,5,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Texola elada,442,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Urbanus dorantes,2,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Vanessa cardui,18,NA
1986,8,30,Helen,AtascosaHighlandsAZ,Vanessa virginiensis,54,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Achalarus casica,2,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Agraulis vanillae,4,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Amblyscirtes aenus,10,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Amblyscirtes eos,1,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Amblyscirtes exoteria,2,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Amblyscirtes nysa,4,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Apodemia palmeri,1,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Asterocampa leilia,86,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Atalopedes campestris,1,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Atrytonopsis lunus,2,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Battus philenor,49,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Brephidium exile,20,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Calephelis arizonensis,6,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Calephelis nemesis,2,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Callophrys gryneus,1,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Celotes nessus,27,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Chioides catillus,2,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Chlosyne lacinia,9,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Chlosyne theona,5,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Codatractus arizonensis,34,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Cogia caicus,4,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Cogia hippalus,45,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Colias cesonia,40,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Colias eurytheme,2,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Copaeodes aurantiacus,19,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Cyllopsis pyracmon,1,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Danaus gilippus,38,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Dymasia dymas,1399,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Emesis zela,2,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Erynnis funeralis,4,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Erynnis tristis,5,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Euptoieta claudia,4,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Eurema mexicana,16,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Eurema nicippe,215,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Heliopetes domicella,1,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Hemiargus isola,17,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Hesperia pahaska,13,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Leptotes marina,10,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Libytheana carinenta,25,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Limenitis arthemis,6,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Marpesia petreus,1,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Nathalis iole,29,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Nymphalis antiopa,4,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Papilio multicaudata,30,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Phoebis agarithe,2,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Phoebis sennae,326,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Pholisora catullus,5,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Phyciodes texana,3,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Piruna cingo,1,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Polites carus,2,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Pontia protodice,1,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Pyrgus albescens,7,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Pyrgus philetas,7,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Pyrrhopyge araxes,75,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Staphylus ceos,59,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Strymon melinus,1,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Systasea pulverulenta,4,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Systasea zampa,15,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Texola elada,474,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Thorybes drusius,4,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Thorybes pylades,7,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Urbanus dorantes,1,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Urbanus proteus,1,NA
1987,8,22,Helen,AtascosaHighlandsAZ,Vanessa cardui,3,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Achalarus casica,4,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Adelpha bredowii,5,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Agraulis vanillae,15,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Amblyscirtes aenus,11,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Amblyscirtes exoteria,4,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Amblyscirtes nysa,10,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Anaea aidea,1,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Apodemia mormo,3,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Apodemia palmeri,1,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Asterocampa celtis,9,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Asterocampa clyton,2,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Asterocampa leilia,142,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Atlides halesus,1,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Atrytonopsis lunus,8,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Autochton cellus,2,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Battus philenor,94,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Brephidium exile,1,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Calephelis arizonensis,20,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Callophrys gryneus,1,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Celotes nessus,23,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Chlosyne lacinia,6,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Chlosyne theona,12,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Codatractus arizonensis,37,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Cogia hippalus,116,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Colias cesonia,33,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Colias eurytheme,6,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Copaeodes aurantiacus,25,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Danaus gilippus,110,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Danaus plexippus,2,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Dymasia dymas,142,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Emesis ares,9,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Emesis zela,3,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Erynnis funeralis,46,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Erynnis tristis,8,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Euptoieta claudia,2,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Eurema mexicana,82,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Eurema nicippe,130,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Heliopetes domicella,1,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Hemiargus ceraunus,5,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Hemiargus isola,31,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Hesperia pahaska,9,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Hylephila phyleus,3,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Junonia coenia,1,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Leptotes marina,145,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Libytheana carinenta,322,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Limenitis archippus,2,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Limenitis arthemis,5,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Megisto rubricata,1,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Ministrymon leda,6,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Nathalis iole,73,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Nymphalis antiopa,13,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Papilio cresphontes,9,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Papilio multicaudata,46,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Papilio polyxenes,3,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Phoebis agarithe,1,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Phoebis sennae,642,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Pholisora catullus,6,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Phyciodes texana,2,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Piruna cingo,4,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Plebejus acmon,1,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Polites carus,1,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Pyrgus albescens,9,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Pyrgus philetas,22,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Pyrrhopyge araxes,116,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Staphylus ceos,19,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Strymon melinus,4,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Systasea pulverulenta,3,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Systasea zampa,9,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Texola elada,108,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Thorybes drusius,6,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Thorybes pylades,10,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Urbanus dorantes,1,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Vanessa cardui,11,NA
1988,8,13,Helen,AtascosaHighlandsAZ,Vanessa virginiensis,6,NA
1989,8,20,Helen,AtascosaHighlandsAZ,Achalarus casica,5,NA
1989,8,20,Helen,AtascosaHighlandsAZ,Agraulis vanillae,10,NA
1989,8,20,Helen,AtascosaHighlandsAZ,Amblyscirtes aenus,21,NA
1989,8,20,Helen,AtascosaHighlandsAZ,Amblyscirtes exoteria,4,NA
1989,8,20,Helen,AtascosaHighlandsAZ,Amblyscirtes nereus,2,NA
1989,8,20,Helen,AtascosaHighlandsAZ,Amblyscirtes nysa,15,NA
