Year,Month,Day,DataSource,Site,AcceptedName,ButterflyCount,HoursObserved
2019,7,28,Helen,SantaRitaMountains,Ministrymon leda,2,NA
2020,7,31,Helen,SantaRitaMountains,Ministrymon leda,8,NA
2020,10,4,Helen,SantaRitaMountains,Ministrymon leda,1,NA
2019,9,7,Helen,BoyceThompsonArboretum,Nathalis iole,1,NA
2019,8,29,Helen,Cottonwood,Nathalis iole,3,NA
2020,8,26,Helen,Cottonwood,Nathalis iole,4,NA
2019,7,25,Helen,GrandCanyonN,Nathalis iole,2,NA
2019,4,6,Helen,McDowellSonoranPreserve,Nathalis iole,150,NA
2020,4,4,Helen,McDowellSonoranPreserve,Nathalis iole,5,NA
2021,9,25,Helen,McDowellSonoranPreserve,Nathalis iole,894,NA
2019,8,6,Helen,PatagoniaAZ,Nathalis iole,1,NA
2019,7,25,Helen,PortalAZ,Nathalis iole,14,NA
2019,8,1,Helen,RamseyCanyonAZ,Nathalis iole,2,NA
2020,7,28,Helen,RamseyCanyonAZ,Nathalis iole,4,NA
2019,7,23,Helen,SabinoCanyonAZ,Nathalis iole,1,NA
2020,4,3,Helen,SabinoCanyonAZ,Nathalis iole,164,NA
2020,7,29,Helen,SabinoCanyonAZ,Nathalis iole,1,NA
2019,7,28,Helen,SantaRitaMountains,Nathalis iole,1,NA
2019,9,28,Helen,SantaRitaMountains,Nathalis iole,3,NA
2020,7,31,Helen,SantaRitaMountains,Nathalis iole,4,NA
2020,10,4,Helen,SantaRitaMountains,Nathalis iole,10,NA
2019,7,23,Helen,SabinoCanyonAZ,Neophasia terlooii,1,NA
2020,7,31,Helen,SantaRitaMountains,Neophasia terlooii,1,NA
2020,10,4,Helen,SantaRitaMountains,Neophasia terlooii,3,NA
2019,8,29,Helen,Cottonwood,Nymphalis antiopa,3,NA
2020,8,26,Helen,Cottonwood,Nymphalis antiopa,1,NA
2019,7,25,Helen,GrandCanyonN,Nymphalis antiopa,1,NA
2019,8,6,Helen,PatagoniaAZ,Nymphalis antiopa,4,NA
2019,7,25,Helen,PortalAZ,Nymphalis antiopa,2,NA
2019,8,1,Helen,RamseyCanyonAZ,Nymphalis antiopa,3,NA
2020,7,28,Helen,RamseyCanyonAZ,Nymphalis antiopa,17,NA
2019,7,23,Helen,SabinoCanyonAZ,Nymphalis antiopa,3,NA
2020,4,3,Helen,SabinoCanyonAZ,Nymphalis antiopa,13,NA
2020,7,29,Helen,SabinoCanyonAZ,Nymphalis antiopa,3,NA
2019,7,28,Helen,SantaRitaMountains,Nymphalis antiopa,11,NA
2019,9,28,Helen,SantaRitaMountains,Nymphalis antiopa,1,NA
2020,7,31,Helen,SantaRitaMountains,Nymphalis antiopa,2,NA
2020,10,4,Helen,SantaRitaMountains,Nymphalis antiopa,1,NA
2019,7,25,Helen,PortalAZ,Oarisma edwardsii,2,NA
2020,8,2,Helen,PortalAZ,Oarisma edwardsii,3,NA
2019,8,1,Helen,RamseyCanyonAZ,Oarisma edwardsii,2,NA
2020,7,28,Helen,RamseyCanyonAZ,Oarisma edwardsii,2,NA
2019,8,6,Helen,PatagoniaAZ,Papilio cresphontes,1,NA
2020,7,28,Helen,RamseyCanyonAZ,Papilio cresphontes,2,NA
2019,7,23,Helen,SabinoCanyonAZ,Papilio cresphontes,3,NA
2020,4,3,Helen,SabinoCanyonAZ,Papilio cresphontes,4,NA
2019,9,28,Helen,SantaRitaMountains,Papilio cresphontes,3,NA
2020,7,31,Helen,SantaRitaMountains,Papilio cresphontes,4,NA
2020,10,4,Helen,SantaRitaMountains,Papilio cresphontes,1,NA
2019,9,7,Helen,BoyceThompsonArboretum,Papilio multicaudata,3,NA
2020,9,12,Helen,BoyceThompsonArboretum,Papilio multicaudata,5,NA
2019,8,29,Helen,Cottonwood,Papilio multicaudata,21,NA
2020,8,26,Helen,Cottonwood,Papilio multicaudata,9,NA
2019,4,6,Helen,McDowellSonoranPreserve,Papilio multicaudata,2,NA
2019,8,6,Helen,PatagoniaAZ,Papilio multicaudata,25,NA
2019,7,25,Helen,PortalAZ,Papilio multicaudata,30,NA
2020,8,2,Helen,PortalAZ,Papilio multicaudata,17,NA
2019,8,1,Helen,RamseyCanyonAZ,Papilio multicaudata,17,NA
2020,7,28,Helen,RamseyCanyonAZ,Papilio multicaudata,38,NA
2019,7,23,Helen,SabinoCanyonAZ,Papilio multicaudata,3,NA
2020,4,3,Helen,SabinoCanyonAZ,Papilio multicaudata,43,NA
2019,7,28,Helen,SantaRitaMountains,Papilio multicaudata,30,NA
2019,9,28,Helen,SantaRitaMountains,Papilio multicaudata,6,NA
2020,7,31,Helen,SantaRitaMountains,Papilio multicaudata,36,NA
2019,9,7,Helen,BoyceThompsonArboretum,Papilio polyxenes,1,NA
2019,4,6,Helen,McDowellSonoranPreserve,Papilio polyxenes,2,NA
2020,4,4,Helen,McDowellSonoranPreserve,Papilio polyxenes,1,NA
2019,8,6,Helen,PatagoniaAZ,Papilio polyxenes,12,NA
2019,7,25,Helen,PortalAZ,Papilio polyxenes,7,NA
2020,8,2,Helen,PortalAZ,Papilio polyxenes,6,NA
2019,8,1,Helen,RamseyCanyonAZ,Papilio polyxenes,2,NA
2020,7,28,Helen,RamseyCanyonAZ,Papilio polyxenes,138,NA
2019,7,23,Helen,SabinoCanyonAZ,Papilio polyxenes,1,NA
2020,4,3,Helen,SabinoCanyonAZ,Papilio polyxenes,3,NA
2019,7,28,Helen,SantaRitaMountains,Papilio polyxenes,3,NA
2019,9,28,Helen,SantaRitaMountains,Papilio polyxenes,2,NA
2019,7,25,Helen,GrandCanyonN,Papilio rutulus,3,NA
2019,7,25,Helen,PortalAZ,Paratrytone snowi,2,NA
2020,8,2,Helen,PortalAZ,Paratrytone snowi,8,NA
2020,7,28,Helen,RamseyCanyonAZ,Parmercera allyni,1,NA
2020,7,31,Helen,SantaRitaMountains,Phoebis agarithe,1,NA
2019,9,7,Helen,BoyceThompsonArboretum,Phoebis sennae,6,NA
2020,9,12,Helen,BoyceThompsonArboretum,Phoebis sennae,1,NA
2020,8,26,Helen,Cottonwood,Phoebis sennae,1,NA
2019,4,6,Helen,McDowellSonoranPreserve,Phoebis sennae,6,NA
2019,9,28,Helen,McDowellSonoranPreserve,Phoebis sennae,3,NA
2021,9,25,Helen,McDowellSonoranPreserve,Phoebis sennae,260,NA
2019,8,6,Helen,PatagoniaAZ,Phoebis sennae,63,NA
2019,7,25,Helen,PortalAZ,Phoebis sennae,1,NA
2020,8,2,Helen,PortalAZ,Phoebis sennae,33,NA
2019,8,1,Helen,RamseyCanyonAZ,Phoebis sennae,12,NA
2020,7,28,Helen,RamseyCanyonAZ,Phoebis sennae,52,NA
2019,7,23,Helen,SabinoCanyonAZ,Phoebis sennae,2,NA
2020,7,29,Helen,SabinoCanyonAZ,Phoebis sennae,14,NA
2019,7,28,Helen,SantaRitaMountains,Phoebis sennae,11,NA
2019,9,28,Helen,SantaRitaMountains,Phoebis sennae,9,NA
2020,7,31,Helen,SantaRitaMountains,Phoebis sennae,223,NA
2020,10,4,Helen,SantaRitaMountains,Phoebis sennae,7,NA
2019,8,29,Helen,Cottonwood,Pholisora catullus,1,NA
2019,8,6,Helen,PatagoniaAZ,Pholisora catullus,139,NA
2019,7,25,Helen,PortalAZ,Pholisora catullus,3,NA
2020,8,2,Helen,PortalAZ,Pholisora catullus,2,NA
2019,8,1,Helen,RamseyCanyonAZ,Pholisora catullus,23,NA
2020,7,28,Helen,RamseyCanyonAZ,Pholisora catullus,24,NA
2020,4,3,Helen,SabinoCanyonAZ,Pholisora catullus,1,NA
2019,7,28,Helen,SantaRitaMountains,Pholisora catullus,12,NA
2020,7,31,Helen,SantaRitaMountains,Pholisora catullus,8,NA
2019,8,1,Helen,RamseyCanyonAZ,Phyciodes graphica,3,NA
2019,8,6,Helen,PatagoniaAZ,Phyciodes picta,26,NA
2019,8,1,Helen,RamseyCanyonAZ,Phyciodes picta,2,NA
2020,7,28,Helen,RamseyCanyonAZ,Phyciodes picta,4,NA
2019,4,6,Helen,McDowellSonoranPreserve,Phyciodes texana,1,NA
2021,9,25,Helen,McDowellSonoranPreserve,Phyciodes texana,2,NA
2019,8,6,Helen,PatagoniaAZ,Phyciodes texana,114,NA
2020,7,28,Helen,RamseyCanyonAZ,Phyciodes texana,14,NA
2019,7,23,Helen,SabinoCanyonAZ,Phyciodes texana,18,NA
2020,4,3,Helen,SabinoCanyonAZ,Phyciodes texana,57,NA
2020,7,29,Helen,SabinoCanyonAZ,Phyciodes texana,3,NA
2019,7,28,Helen,SantaRitaMountains,Phyciodes texana,4,NA
2019,9,28,Helen,SantaRitaMountains,Phyciodes texana,9,NA
2020,7,31,Helen,SantaRitaMountains,Phyciodes texana,17,NA
2019,8,6,Helen,PatagoniaAZ,Phyciodes tharos,24,NA
2020,7,28,Helen,RamseyCanyonAZ,Phyciodes tharos,3,NA
2020,8,26,Helen,Cottonwood,Pieris brassicae,23,NA
2019,8,6,Helen,PatagoniaAZ,Pieris brassicae,10,NA
2019,8,1,Helen,RamseyCanyonAZ,Pieris brassicae,2,NA
2020,7,28,Helen,RamseyCanyonAZ,Pieris brassicae,4,NA
2020,4,3,Helen,SabinoCanyonAZ,Pieris sisymbrii,2,NA
2020,7,28,Helen,RamseyCanyonAZ,Piruna cingo,1,NA
2019,7,25,Helen,PortalAZ,Piruna polingii,11,NA
2020,8,2,Helen,PortalAZ,Piruna polingii,41,NA
2019,8,1,Helen,RamseyCanyonAZ,Piruna polingii,2,NA
2020,7,28,Helen,RamseyCanyonAZ,Piruna polingii,31,NA
2019,8,29,Helen,Cottonwood,Plebejus acmon,1,NA
2020,8,26,Helen,Cottonwood,Plebejus acmon,7,NA
2019,8,6,Helen,PatagoniaAZ,Plebejus acmon,4,NA
2019,7,25,Helen,PortalAZ,Plebejus acmon,4,NA
2020,7,28,Helen,RamseyCanyonAZ,Plebejus acmon,1,NA
2019,7,23,Helen,SabinoCanyonAZ,Plebejus acmon,6,NA
2020,4,3,Helen,SabinoCanyonAZ,Plebejus acmon,6,NA
2019,9,28,Helen,SantaRitaMountains,Plebejus acmon,1,NA
2020,7,31,Helen,SantaRitaMountains,Plebejus acmon,1,NA
2019,7,25,Helen,GrandCanyonN,Polites draco,3,NA
2019,7,25,Helen,PortalAZ,Polygonia satyrus,2,NA
2020,7,28,Helen,RamseyCanyonAZ,Polygonia satyrus,4,NA
2020,4,3,Helen,SabinoCanyonAZ,Polygonia satyrus,2,NA
2020,7,31,Helen,SantaRitaMountains,Polygonia satyrus,1,NA
2019,8,29,Helen,Cottonwood,Polygonus leo,1,NA
2019,9,28,Helen,SantaRitaMountains,Polygonus leo,2,NA
2019,8,29,Helen,Cottonwood,Pontia protodice,8,NA
2020,8,26,Helen,Cottonwood,Pontia protodice,1,NA
2019,7,25,Helen,GrandCanyonN,Pontia protodice,4,NA
2019,4,6,Helen,McDowellSonoranPreserve,Pontia protodice,967,NA
2019,9,28,Helen,McDowellSonoranPreserve,Pontia protodice,1,NA
2020,4,4,Helen,McDowellSonoranPreserve,Pontia protodice,161,NA
2021,4,3,Helen,McDowellSonoranPreserve,Pontia protodice,2,NA
2021,9,25,Helen,McDowellSonoranPreserve,Pontia protodice,21,NA
2019,8,6,Helen,PatagoniaAZ,Pontia protodice,4,NA
2019,7,25,Helen,PortalAZ,Pontia protodice,10,NA
2019,8,1,Helen,RamseyCanyonAZ,Pontia protodice,15,NA
2020,7,28,Helen,RamseyCanyonAZ,Pontia protodice,28,NA
2019,7,23,Helen,SabinoCanyonAZ,Pontia protodice,2,NA
2020,4,3,Helen,SabinoCanyonAZ,Pontia protodice,275,NA
2020,7,29,Helen,SabinoCanyonAZ,Pontia protodice,1,NA
2019,7,28,Helen,SantaRitaMountains,Pontia protodice,5,NA
2019,9,28,Helen,SantaRitaMountains,Pontia protodice,6,NA
2020,4,3,Helen,SabinoCanyonAZ,Pyrgus albescens,51,NA
2019,8,29,Helen,Cottonwood,Pyrgus communis,2,NA
2020,8,26,Helen,Cottonwood,Pyrgus communis,5,NA
2019,7,25,Helen,GrandCanyonN,Pyrgus communis,7,NA
2019,4,6,Helen,McDowellSonoranPreserve,Pyrgus communis,127,NA
2020,4,4,Helen,McDowellSonoranPreserve,Pyrgus communis,8,NA
2021,9,25,Helen,McDowellSonoranPreserve,Pyrgus communis,27,NA
2019,8,6,Helen,PatagoniaAZ,Pyrgus communis,9,NA
2019,7,25,Helen,PortalAZ,Pyrgus communis,12,NA
2020,8,2,Helen,PortalAZ,Pyrgus communis,1,NA
2020,7,28,Helen,RamseyCanyonAZ,Pyrgus communis,7,NA
2020,7,29,Helen,SabinoCanyonAZ,Pyrgus communis,1,NA
2019,9,28,Helen,SantaRitaMountains,Pyrgus communis,7,NA
2020,10,4,Helen,SantaRitaMountains,Pyrgus communis,5,NA
2019,8,6,Helen,PatagoniaAZ,Pyrgus philetas,51,NA
2019,7,25,Helen,PortalAZ,Pyrgus philetas,1,NA
2020,7,28,Helen,RamseyCanyonAZ,Pyrgus philetas,2,NA
2020,4,3,Helen,SabinoCanyonAZ,Pyrgus philetas,5,NA
2019,7,28,Helen,SantaRitaMountains,Pyrgus philetas,2,NA
2019,9,28,Helen,SantaRitaMountains,Pyrgus philetas,6,NA
2020,7,31,Helen,SantaRitaMountains,Pyrgus philetas,3,NA
2020,10,4,Helen,SantaRitaMountains,Pyrgus philetas,3,NA
2019,8,6,Helen,PatagoniaAZ,Pyrrhopyge araxes,96,NA
2019,7,25,Helen,PortalAZ,Pyrrhopyge araxes,16,NA
2020,8,2,Helen,PortalAZ,Pyrrhopyge araxes,761,NA
2020,7,28,Helen,RamseyCanyonAZ,Pyrrhopyge araxes,29,NA
2020,7,29,Helen,SabinoCanyonAZ,Pyrrhopyge araxes,1,NA
2019,7,28,Helen,SantaRitaMountains,Pyrrhopyge araxes,20,NA
2020,7,31,Helen,SantaRitaMountains,Pyrrhopyge araxes,262,NA
2019,7,25,Helen,GrandCanyonN,Satyrium behrii,1,NA
2019,8,29,Helen,Cottonwood,Staphylus ceos,1,NA
2020,8,26,Helen,Cottonwood,Staphylus ceos,9,NA
2019,8,6,Helen,PatagoniaAZ,Staphylus ceos,255,NA
2019,7,25,Helen,PortalAZ,Staphylus ceos,27,NA
2020,8,2,Helen,PortalAZ,Staphylus ceos,9,NA
2019,8,1,Helen,RamseyCanyonAZ,Staphylus ceos,73,NA
2020,7,28,Helen,RamseyCanyonAZ,Staphylus ceos,16,NA
2019,7,23,Helen,SabinoCanyonAZ,Staphylus ceos,1,NA
2020,4,3,Helen,SabinoCanyonAZ,Staphylus ceos,16,NA
2019,7,28,Helen,SantaRitaMountains,Staphylus ceos,132,NA
2019,9,28,Helen,SantaRitaMountains,Staphylus ceos,1,NA
2020,7,31,Helen,SantaRitaMountains,Staphylus ceos,39,NA
2020,10,4,Helen,SantaRitaMountains,Staphylus ceos,1,NA
2019,8,29,Helen,Cottonwood,Strymon melinus,3,NA
2020,8,26,Helen,Cottonwood,Strymon melinus,2,NA
2019,7,25,Helen,GrandCanyonN,Strymon melinus,4,NA
2019,4,6,Helen,McDowellSonoranPreserve,Strymon melinus,2,NA
2019,9,28,Helen,McDowellSonoranPreserve,Strymon melinus,1,NA
2020,4,4,Helen,McDowellSonoranPreserve,Strymon melinus,1,NA
2020,9,26,Helen,McDowellSonoranPreserve,Strymon melinus,2,NA
2021,9,25,Helen,McDowellSonoranPreserve,Strymon melinus,74,NA
2019,8,6,Helen,PatagoniaAZ,Strymon melinus,4,NA
2019,7,25,Helen,PortalAZ,Strymon melinus,12,NA
2020,8,2,Helen,PortalAZ,Strymon melinus,1,NA
2020,7,28,Helen,RamseyCanyonAZ,Strymon melinus,9,NA
2019,7,23,Helen,SabinoCanyonAZ,Strymon melinus,3,NA
2020,4,3,Helen,SabinoCanyonAZ,Strymon melinus,24,NA
2020,7,29,Helen,SabinoCanyonAZ,Strymon melinus,1,NA
2019,7,28,Helen,SantaRitaMountains,Strymon melinus,2,NA
2019,9,28,Helen,SantaRitaMountains,Strymon melinus,2,NA
2020,7,31,Helen,SantaRitaMountains,Strymon melinus,6,NA
2020,10,4,Helen,SantaRitaMountains,Strymon melinus,11,NA
2019,9,7,Helen,BoyceThompsonArboretum,Systasea zampa,4,NA
2019,4,6,Helen,McDowellSonoranPreserve,Systasea zampa,1,NA
2019,9,28,Helen,McDowellSonoranPreserve,Systasea zampa,1,NA
2020,4,4,Helen,McDowellSonoranPreserve,Systasea zampa,3,NA
2021,9,25,Helen,McDowellSonoranPreserve,Systasea zampa,24,NA
2019,8,6,Helen,PatagoniaAZ,Systasea zampa,2,NA
2019,7,25,Helen,PortalAZ,Systasea zampa,3,NA
2019,7,23,Helen,SabinoCanyonAZ,Systasea zampa,5,NA
2020,4,3,Helen,SabinoCanyonAZ,Systasea zampa,25,NA
2020,7,29,Helen,SabinoCanyonAZ,Systasea zampa,2,NA
2019,7,28,Helen,SantaRitaMountains,Systasea zampa,4,NA
2019,9,28,Helen,SantaRitaMountains,Systasea zampa,2,NA
2020,7,31,Helen,SantaRitaMountains,Systasea zampa,13,NA
2020,10,4,Helen,SantaRitaMountains,Systasea zampa,4,NA
2019,9,7,Helen,BoyceThompsonArboretum,Texola elada,3,NA
2019,4,6,Helen,McDowellSonoranPreserve,Texola elada,4,NA
2021,9,25,Helen,McDowellSonoranPreserve,Texola elada,8,NA
2019,8,6,Helen,PatagoniaAZ,Texola elada,100,NA
2019,7,25,Helen,PortalAZ,Texola elada,6,NA
2020,8,2,Helen,PortalAZ,Texola elada,1,NA
2019,8,1,Helen,RamseyCanyonAZ,Texola elada,1,NA
2020,7,28,Helen,RamseyCanyonAZ,Texola elada,3,NA
2020,4,3,Helen,SabinoCanyonAZ,Texola elada,22,NA
2019,7,28,Helen,SantaRitaMountains,Texola elada,17,NA
2019,9,28,Helen,SantaRitaMountains,Texola elada,12,NA
2020,7,31,Helen,SantaRitaMountains,Texola elada,33,NA
2020,10,4,Helen,SantaRitaMountains,Texola elada,2,NA
2019,8,29,Helen,Cottonwood,Thorybes pylades,1,NA
2019,8,6,Helen,PatagoniaAZ,Thorybes pylades,82,NA
2019,7,25,Helen,PortalAZ,Thorybes pylades,162,NA
2020,8,2,Helen,PortalAZ,Thorybes pylades,12,NA
2019,8,1,Helen,RamseyCanyonAZ,Thorybes pylades,35,NA
2020,7,28,Helen,RamseyCanyonAZ,Thorybes pylades,18,NA
2019,7,23,Helen,SabinoCanyonAZ,Thorybes pylades,17,NA
2019,7,28,Helen,SantaRitaMountains,Thorybes pylades,31,NA
2019,9,28,Helen,SantaRitaMountains,Thorybes pylades,1,NA
2020,7,31,Helen,SantaRitaMountains,Thorybes pylades,20,NA
2019,8,6,Helen,PatagoniaAZ,Urbanus dorantes,1,NA
2019,8,1,Helen,RamseyCanyonAZ,Urbanus dorantes,1,NA
2019,4,6,Helen,McDowellSonoranPreserve,Vanessa annabella,2,NA
2019,8,6,Helen,PatagoniaAZ,Vanessa annabella,1,NA
2019,8,29,Helen,Cottonwood,Vanessa atalanta,5,NA
2019,4,6,Helen,McDowellSonoranPreserve,Vanessa atalanta,27,NA
2020,8,2,Helen,PortalAZ,Vanessa atalanta,1,NA
2019,8,1,Helen,RamseyCanyonAZ,Vanessa atalanta,1,NA
2020,7,28,Helen,RamseyCanyonAZ,Vanessa atalanta,2,NA
2020,4,3,Helen,SabinoCanyonAZ,Vanessa atalanta,24,NA
2020,10,4,Helen,SantaRitaMountains,Vanessa atalanta,1,NA
2019,9,7,Helen,BoyceThompsonArboretum,Vanessa cardui,10,NA
2020,9,12,Helen,BoyceThompsonArboretum,Vanessa cardui,1,NA
2019,8,29,Helen,Cottonwood,Vanessa cardui,15,NA
2020,8,26,Helen,Cottonwood,Vanessa cardui,15,NA
2019,7,25,Helen,GrandCanyonN,Vanessa cardui,14,NA
2019,4,6,Helen,McDowellSonoranPreserve,Vanessa cardui,32,NA
2019,9,28,Helen,McDowellSonoranPreserve,Vanessa cardui,26,NA
2020,4,4,Helen,McDowellSonoranPreserve,Vanessa cardui,55,NA
2021,9,25,Helen,McDowellSonoranPreserve,Vanessa cardui,17,NA
2019,8,6,Helen,PatagoniaAZ,Vanessa cardui,295,NA
2019,7,25,Helen,PortalAZ,Vanessa cardui,88,NA
2020,8,2,Helen,PortalAZ,Vanessa cardui,42,NA
2019,8,1,Helen,RamseyCanyonAZ,Vanessa cardui,52,NA
2020,7,28,Helen,RamseyCanyonAZ,Vanessa cardui,19,NA
2019,7,23,Helen,SabinoCanyonAZ,Vanessa cardui,76,NA
2020,4,3,Helen,SabinoCanyonAZ,Vanessa cardui,185,NA
2020,7,29,Helen,SabinoCanyonAZ,Vanessa cardui,7,NA
2019,7,28,Helen,SantaRitaMountains,Vanessa cardui,84,NA
2019,9,28,Helen,SantaRitaMountains,Vanessa cardui,9,NA
2020,7,31,Helen,SantaRitaMountains,Vanessa cardui,19,NA
2020,10,4,Helen,SantaRitaMountains,Vanessa cardui,93,NA
2019,4,6,Helen,McDowellSonoranPreserve,Vanessa virginiensis,9,NA
2021,9,25,Helen,McDowellSonoranPreserve,Vanessa virginiensis,1,NA
2019,8,6,Helen,PatagoniaAZ,Vanessa virginiensis,2,NA
2019,7,25,Helen,PortalAZ,Vanessa virginiensis,21,NA
2020,8,2,Helen,PortalAZ,Vanessa virginiensis,1,NA
2019,8,1,Helen,RamseyCanyonAZ,Vanessa virginiensis,3,NA
2020,7,28,Helen,RamseyCanyonAZ,Vanessa virginiensis,3,NA
2019,7,23,Helen,SabinoCanyonAZ,Vanessa virginiensis,6,NA
2020,4,3,Helen,SabinoCanyonAZ,Vanessa virginiensis,2,NA
2019,7,28,Helen,SantaRitaMountains,Vanessa virginiensis,5,NA
2019,9,28,Helen,SantaRitaMountains,Vanessa virginiensis,4,NA
2020,7,31,Helen,SantaRitaMountains,Vanessa virginiensis,3,NA
2020,9,12,Helen,BoyceThompsonArboretum,Zerene cesonia,2,NA
2019,8,29,Helen,Cottonwood,Zerene cesonia,1,NA
2019,4,6,Helen,McDowellSonoranPreserve,Zerene cesonia,31,NA
2020,4,4,Helen,McDowellSonoranPreserve,Zerene cesonia,2,NA
2021,9,25,Helen,McDowellSonoranPreserve,Zerene cesonia,76,NA
2019,8,6,Helen,PatagoniaAZ,Zerene cesonia,10,NA
2019,7,25,Helen,PortalAZ,Zerene cesonia,4,NA
2020,8,2,Helen,PortalAZ,Zerene cesonia,3,NA
2019,8,1,Helen,RamseyCanyonAZ,Zerene cesonia,4,NA
2020,7,28,Helen,RamseyCanyonAZ,Zerene cesonia,3,NA
2019,7,23,Helen,SabinoCanyonAZ,Zerene cesonia,6,NA
2020,4,3,Helen,SabinoCanyonAZ,Zerene cesonia,29,NA
2020,7,29,Helen,SabinoCanyonAZ,Zerene cesonia,6,NA
2019,7,28,Helen,SantaRitaMountains,Zerene cesonia,15,NA
2019,9,28,Helen,SantaRitaMountains,Zerene cesonia,8,NA
2020,7,31,Helen,SantaRitaMountains,Zerene cesonia,29,NA
2020,10,4,Helen,SantaRitaMountains,Zerene cesonia,1,NA
2020,7,28,Helen,RamseyCanyonAZ,Zestusa dorus,1,NA
2015,10,3,Helen,McDowellSonoranPreserve,Agathymus aryxna,1,NA
2017,4,8,Helen,McDowellSonoranPreserve,Anthocharis centhura,6,NA
2017,4,8,Helen,McDowellSonoranPreserve,Anthocharis sara,21,NA
2014,9,20,Helen,McDowellSonoranPreserve,Apodemia mormo,24,NA
2015,10,3,Helen,McDowellSonoranPreserve,Apodemia mormo,36,NA
2016,9,17,Helen,McDowellSonoranPreserve,Apodemia mormo,21,NA
2016,9,17,Helen,McDowellSonoranPreserve,Apodemia mormo,31,NA
2017,4,8,Helen,McDowellSonoranPreserve,Apodemia mormo,1,NA
2017,9,23,Helen,McDowellSonoranPreserve,Apodemia mormo,45,NA
2018,9,29,Helen,McDowellSonoranPreserve,Apodemia mormo,76,NA
2015,10,3,Helen,McDowellSonoranPreserve,Apodemia palmeri,2,NA
2017,9,23,Helen,McDowellSonoranPreserve,Apodemia palmeri,2,NA
2018,9,29,Helen,McDowellSonoranPreserve,Apodemia palmeri,17,NA
2014,9,20,Helen,McDowellSonoranPreserve,Asterocampa leilia,37,NA
2015,10,3,Helen,McDowellSonoranPreserve,Asterocampa leilia,24,NA
2016,9,17,Helen,McDowellSonoranPreserve,Asterocampa leilia,33,NA
2016,9,17,Helen,McDowellSonoranPreserve,Asterocampa leilia,30,NA
2017,4,8,Helen,McDowellSonoranPreserve,Asterocampa leilia,90,NA
2017,9,23,Helen,McDowellSonoranPreserve,Asterocampa leilia,55,NA
2018,4,7,Helen,McDowellSonoranPreserve,Asterocampa leilia,10,NA
2018,9,29,Helen,McDowellSonoranPreserve,Asterocampa leilia,122,NA
2014,9,20,Helen,McDowellSonoranPreserve,Atlides halesus,2,NA
2016,9,17,Helen,McDowellSonoranPreserve,Atlides halesus,2,NA
2017,4,8,Helen,McDowellSonoranPreserve,Atlides halesus,2,NA
2018,9,29,Helen,McDowellSonoranPreserve,Atlides halesus,1,NA
2016,9,17,Helen,McDowellSonoranPreserve,Atrytonopsis edwardsi,1,NA
2014,9,20,Helen,McDowellSonoranPreserve,Battus philenor,35,NA
2016,9,17,Helen,McDowellSonoranPreserve,Battus philenor,21,NA
2017,4,8,Helen,McDowellSonoranPreserve,Battus philenor,72,NA
2017,9,23,Helen,McDowellSonoranPreserve,Battus philenor,6,NA
2018,4,7,Helen,McDowellSonoranPreserve,Battus philenor,3,NA
2018,9,29,Helen,McDowellSonoranPreserve,Battus philenor,49,NA
2014,9,20,Helen,McDowellSonoranPreserve,Brephidium exile,4,NA
2015,10,3,Helen,McDowellSonoranPreserve,Brephidium exile,1,NA
2016,9,17,Helen,McDowellSonoranPreserve,Brephidium exile,1,NA
2018,9,29,Helen,McDowellSonoranPreserve,Brephidium exile,2,NA
2016,9,17,Helen,McDowellSonoranPreserve,Calephelis nemesis,1,NA
2014,9,20,Helen,McDowellSonoranPreserve,Celastrina argiolus,1,NA
2015,10,3,Helen,McDowellSonoranPreserve,Celastrina argiolus,3,NA
2017,4,8,Helen,McDowellSonoranPreserve,Celastrina argiolus,67,NA
2014,9,20,Helen,McDowellSonoranPreserve,Chlosyne californica,192,NA
2016,9,17,Helen,McDowellSonoranPreserve,Chlosyne californica,6,NA
2016,9,17,Helen,McDowellSonoranPreserve,Chlosyne californica,29,NA
2017,4,8,Helen,McDowellSonoranPreserve,Chlosyne californica,57,NA
2018,4,7,Helen,McDowellSonoranPreserve,Chlosyne californica,8,NA
2018,9,29,Helen,McDowellSonoranPreserve,Chlosyne californica,5,NA
2014,9,20,Helen,McDowellSonoranPreserve,Colias eurytheme,2,NA
2015,10,3,Helen,McDowellSonoranPreserve,Colias eurytheme,2,NA
2017,4,8,Helen,McDowellSonoranPreserve,Colias eurytheme,48,NA
2018,9,29,Helen,McDowellSonoranPreserve,Colias eurytheme,86,NA
2018,9,29,Helen,McDowellSonoranPreserve,Copaeodes aurantiaca,2,NA
2014,9,20,Helen,McDowellSonoranPreserve,Danuas gilippus,30,NA
2015,10,3,Helen,McDowellSonoranPreserve,Danuas gilippus,7,NA
2016,9,17,Helen,McDowellSonoranPreserve,Danuas gilippus,2,NA
2016,9,17,Helen,McDowellSonoranPreserve,Danuas gilippus,22,NA
2017,4,8,Helen,McDowellSonoranPreserve,Danuas gilippus,13,NA
2017,9,23,Helen,McDowellSonoranPreserve,Danuas gilippus,9,NA
2018,4,7,Helen,McDowellSonoranPreserve,Danuas gilippus,2,NA
2018,9,29,Helen,McDowellSonoranPreserve,Danuas gilippus,15,NA
2014,9,20,Helen,McDowellSonoranPreserve,Erynnis funeralis,4,NA
2015,10,3,Helen,McDowellSonoranPreserve,Erynnis funeralis,2,NA
